"","Area","Region","YearPeriod","AVG_kcal/cap/day"
"1403","Madagascar","Africa","Y20162018","79"
"1404","Madagascar","Africa","Y20172019","80"
"1405","Madagascar","Africa","Y20182020","80"
"1406","Madagascar","Africa","Y20192021",""
"1407","Madagascar","Africa","Y20202022",""
"1408","Malawi","Africa","Y20002002","75"
"1409","Malawi","Africa","Y20012003","73"
"1410","Malawi","Africa","Y20022004","73"
"1411","Malawi","Africa","Y20032005","73"
"1412","Malawi","Africa","Y20042006","73"
"1413","Malawi","Africa","Y20052007","73"
"1414","Malawi","Africa","Y20062008","72"
"1415","Malawi","Africa","Y20072009","71"
"1416","Malawi","Africa","Y20082010","72"
"1417","Malawi","Africa","Y20092011","73"
"1418","Malawi","Africa","Y20102012","74"
"1419","Malawi","Africa","Y20112013","73"
"1420","Malawi","Africa","Y20122014","71"
"1421","Malawi","Africa","Y20132015","69"
"1422","Malawi","Africa","Y20142016","67"
"1423","Malawi","Africa","Y20152017","66"
"1424","Malawi","Africa","Y20162018","65"
"1425","Malawi","Africa","Y20172019","65"
"1426","Malawi","Africa","Y20182020","65"
"1427","Malawi","Africa","Y20192021",""
"1428","Malawi","Africa","Y20202022",""
"1429","Mali","Africa","Y20002002","68"
"1430","Mali","Africa","Y20012003","67"
"1431","Mali","Africa","Y20022004","67"
"1432","Mali","Africa","Y20032005","67"
"1433","Mali","Africa","Y20042006","67"
"1434","Mali","Africa","Y20052007","68"
"1435","Mali","Africa","Y20062008","68"
"1436","Mali","Africa","Y20072009","68"
"1437","Mali","Africa","Y20082010","67"
"1438","Mali","Africa","Y20092011","66"
"1439","Mali","Africa","Y20102012","66"
"1440","Mali","Africa","Y20112013","66"
"1441","Mali","Africa","Y20122014","67"
"1442","Mali","Africa","Y20132015","68"
"1443","Mali","Africa","Y20142016","68"
"1444","Mali","Africa","Y20152017","69"
"1445","Mali","Africa","Y20162018","69"
"1446","Mali","Africa","Y20172019","71"
"1447","Mali","Africa","Y20182020","73"
"1448","Mali","Africa","Y20192021",""
"1449","Mali","Africa","Y20202022",""
"1450","Mauritania","Africa","Y20002002","50"
"1451","Mauritania","Africa","Y20012003","51"
"1452","Mauritania","Africa","Y20022004","51"
"1453","Mauritania","Africa","Y20032005","52"
"1454","Mauritania","Africa","Y20042006","51"
"1455","Mauritania","Africa","Y20052007","51"
"1456","Mauritania","Africa","Y20062008","51"
"1457","Mauritania","Africa","Y20072009","52"
"1458","Mauritania","Africa","Y20082010","53"
"1459","Mauritania","Africa","Y20092011","54"
"1460","Mauritania","Africa","Y20102012","53"
"1461","Mauritania","Africa","Y20112013","53"
"1462","Mauritania","Africa","Y20122014","53"
"1463","Mauritania","Africa","Y20132015","54"
"1464","Mauritania","Africa","Y20142016","55"
"1465","Mauritania","Africa","Y20152017","55"
"1466","Mauritania","Africa","Y20162018","55"
"1467","Mauritania","Africa","Y20172019","55"
"1468","Mauritania","Africa","Y20182020","56"
"1469","Mauritania","Africa","Y20192021",""
"1470","Mauritania","Africa","Y20202022",""
"1471","Mauritius","Africa","Y20002002","46"
"1472","Mauritius","Africa","Y20012003","46"
"1473","Mauritius","Africa","Y20022004","47"
"1474","Mauritius","Africa","Y20032005","47"
"1475","Mauritius","Africa","Y20042006","47"
"1476","Mauritius","Africa","Y20052007","47"
"1477","Mauritius","Africa","Y20062008","47"
"1478","Mauritius","Africa","Y20072009","48"
"1479","Mauritius","Africa","Y20082010","48"
"1480","Mauritius","Africa","Y20092011","48"
"1481","Mauritius","Africa","Y20102012","47"
"1482","Mauritius","Africa","Y20112013","46"
"1483","Mauritius","Africa","Y20122014","46"
"1484","Mauritius","Africa","Y20132015","47"
"1485","Mauritius","Africa","Y20142016","47"
"1486","Mauritius","Africa","Y20152017","47"
"1487","Mauritius","Africa","Y20162018","46"
"1488","Mauritius","Africa","Y20172019","45"
"1489","Mauritius","Africa","Y20182020","45"
"1490","Mauritius","Africa","Y20192021",""
"1491","Mauritius","Africa","Y20202022",""
"1492","Morocco","Africa","Y20002002","64"
"1493","Morocco","Africa","Y20012003","64"
"1494","Morocco","Africa","Y20022004","64"
"1495","Morocco","Africa","Y20032005","64"
"1496","Morocco","Africa","Y20042006","63"
"1497","Morocco","Africa","Y20052007","63"
"1498","Morocco","Africa","Y20062008","62"
"1499","Morocco","Africa","Y20072009","62"
"1500","Morocco","Africa","Y20082010","61"
"1501","Morocco","Africa","Y20092011","61"
"1502","Morocco","Africa","Y20102012","61"
"1503","Morocco","Africa","Y20112013","61"
"1504","Morocco","Africa","Y20122014","61"
"1505","Morocco","Africa","Y20132015","62"
"1506","Morocco","Africa","Y20142016","62"
"1507","Morocco","Africa","Y20152017","62"
"1508","Morocco","Africa","Y20162018","62"
"1509","Morocco","Africa","Y20172019","61"
"1510","Morocco","Africa","Y20182020","60"
"1511","Morocco","Africa","Y20192021",""
"1512","Morocco","Africa","Y20202022",""
"1513","Mozambique","Africa","Y20002002","76"
"1514","Mozambique","Africa","Y20012003","76"
"1515","Mozambique","Africa","Y20022004","75"
"1516","Mozambique","Africa","Y20032005","75"
"1517","Mozambique","Africa","Y20042006","74"
"1518","Mozambique","Africa","Y20052007","73"
"1519","Mozambique","Africa","Y20062008","73"
"1520","Mozambique","Africa","Y20072009","73"
"1521","Mozambique","Africa","Y20082010","74"
"1522","Mozambique","Africa","Y20092011","75"
"1523","Mozambique","Africa","Y20102012","75"
"1524","Mozambique","Africa","Y20112013","73"
"1525","Mozambique","Africa","Y20122014","71"
"1526","Mozambique","Africa","Y20132015","69"
"1527","Mozambique","Africa","Y20142016","68"
"1528","Mozambique","Africa","Y20152017","67"
"1529","Mozambique","Africa","Y20162018","68"
"1530","Mozambique","Africa","Y20172019","69"
"1531","Mozambique","Africa","Y20182020","70"
"1532","Mozambique","Africa","Y20192021",""
"1533","Mozambique","Africa","Y20202022",""
"1534","Namibia","Africa","Y20002002","59"
"1535","Namibia","Africa","Y20012003","60"
"1536","Namibia","Africa","Y20022004","60"
"1537","Namibia","Africa","Y20032005","59"
"1538","Namibia","Africa","Y20042006","58"
"1539","Namibia","Africa","Y20052007","58"
"1540","Namibia","Africa","Y20062008","57"
"1541","Namibia","Africa","Y20072009","56"
"1542","Namibia","Africa","Y20082010","55"
"1543","Namibia","Africa","Y20092011","55"
"1544","Namibia","Africa","Y20102012","54"
"1545","Namibia","Africa","Y20112013","54"
"1546","Namibia","Africa","Y20122014","54"
"1547","Namibia","Africa","Y20132015","54"
"1548","Namibia","Africa","Y20142016","54"
"1549","Namibia","Africa","Y20152017","54"
"1550","Namibia","Africa","Y20162018","55"
"1551","Namibia","Africa","Y20172019","55"
"1552","Namibia","Africa","Y20182020","55"
"1553","Namibia","Africa","Y20192021",""
"1554","Namibia","Africa","Y20202022",""
"1555","Niger","Africa","Y20002002","68"
"1556","Niger","Africa","Y20012003","67"
"1557","Niger","Africa","Y20022004","66"
"1558","Niger","Africa","Y20032005","65"
"1559","Niger","Africa","Y20042006","64"
"1560","Niger","Africa","Y20052007","64"
"1561","Niger","Africa","Y20062008","63"
"1562","Niger","Africa","Y20072009","62"
"1563","Niger","Africa","Y20082010","62"
"1564","Niger","Africa","Y20092011","61"
"1565","Niger","Africa","Y20102012","61"
"1566","Niger","Africa","Y20112013","62"
"1567","Niger","Africa","Y20122014","62"
"1568","Niger","Africa","Y20132015","62"
"1569","Niger","Africa","Y20142016","63"
"1570","Niger","Africa","Y20152017","63"
"1571","Niger","Africa","Y20162018","63"
"1572","Niger","Africa","Y20172019","61"
"1573","Niger","Africa","Y20182020","61"
"1574","Niger","Africa","Y20192021",""
"1575","Niger","Africa","Y20202022",""
"1576","Nigeria","Africa","Y20002002","64"
"1577","Nigeria","Africa","Y20012003","63"
"1578","Nigeria","Africa","Y20022004","63"
"1579","Nigeria","Africa","Y20032005","63"
"1580","Nigeria","Africa","Y20042006","63"
"1581","Nigeria","Africa","Y20052007","63"
"1582","Nigeria","Africa","Y20062008","64"
"1583","Nigeria","Africa","Y20072009","65"
"1584","Nigeria","Africa","Y20082010","66"
"1585","Nigeria","Africa","Y20092011","67"
"1586","Nigeria","Africa","Y20102012","68"
"1587","Nigeria","Africa","Y20112013","68"
"1588","Nigeria","Africa","Y20122014","67"
"1589","Nigeria","Africa","Y20132015","67"
"1590","Nigeria","Africa","Y20142016","67"
"1591","Nigeria","Africa","Y20152017","67"
"1592","Nigeria","Africa","Y20162018","67"
"1593","Nigeria","Africa","Y20172019","67"
"1594","Nigeria","Africa","Y20182020","67"
"1595","Nigeria","Africa","Y20192021",""
"1596","Nigeria","Africa","Y20202022",""
"1597","Rwanda","Africa","Y20002002","55"
"1598","Rwanda","Africa","Y20012003","55"
"1599","Rwanda","Africa","Y20022004","53"
"1600","Rwanda","Africa","Y20032005","53"
"1601","Rwanda","Africa","Y20042006","52"
"1602","Rwanda","Africa","Y20052007","50"
"1603","Rwanda","Africa","Y20062008","50"
"1604","Rwanda","Africa","Y20072009","49"
"1605","Rwanda","Africa","Y20082010","51"
"1606","Rwanda","Africa","Y20092011","53"
"1607","Rwanda","Africa","Y20102012","55"
"1608","Rwanda","Africa","Y20112013","55"
"1609","Rwanda","Africa","Y20122014","55"
"1610","Rwanda","Africa","Y20132015","55"
"1611","Rwanda","Africa","Y20142016","55"
"1612","Rwanda","Africa","Y20152017","54"
"1613","Rwanda","Africa","Y20162018","54"
"1614","Rwanda","Africa","Y20172019","54"
"1615","Rwanda","Africa","Y20182020","54"
"1616","Rwanda","Africa","Y20192021",""
"1617","Rwanda","Africa","Y20202022",""
"1618","Sao Tome and Principe","Africa","Y20002002","50"
"1619","Sao Tome and Principe","Africa","Y20012003","49"
"1620","Sao Tome and Principe","Africa","Y20022004","48"
"1621","Sao Tome and Principe","Africa","Y20032005","48"
"1622","Sao Tome and Principe","Africa","Y20042006","48"
"1623","Sao Tome and Principe","Africa","Y20052007","46"
"1624","Sao Tome and Principe","Africa","Y20062008","45"
"1625","Sao Tome and Principe","Africa","Y20072009","43"
"1626","Sao Tome and Principe","Africa","Y20082010","43"
"1627","Sao Tome and Principe","Africa","Y20092011","43"
"1628","Sao Tome and Principe","Africa","Y20102012","44"
"1629","Sao Tome and Principe","Africa","Y20112013","43"
"1630","Sao Tome and Principe","Africa","Y20122014","43"
"1631","Sao Tome and Principe","Africa","Y20132015","42"
"1632","Sao Tome and Principe","Africa","Y20142016","42"
"1633","Sao Tome and Principe","Africa","Y20152017","42"
"1634","Sao Tome and Principe","Africa","Y20162018","43"
"1635","Sao Tome and Principe","Africa","Y20172019","44"
"1636","Sao Tome and Principe","Africa","Y20182020","46"
"1637","Sao Tome and Principe","Africa","Y20192021",""
"1638","Sao Tome and Principe","Africa","Y20202022",""
"1639","Senegal","Africa","Y20002002","62"
"1640","Senegal","Africa","Y20012003","62"
"1641","Senegal","Africa","Y20022004","64"
"1642","Senegal","Africa","Y20032005","64"
"1643","Senegal","Africa","Y20042006","64"
"1644","Senegal","Africa","Y20052007","64"
"1645","Senegal","Africa","Y20062008","63"
"1646","Senegal","Africa","Y20072009","62"
"1647","Senegal","Africa","Y20082010","60"
"1648","Senegal","Africa","Y20092011","59"
"1649","Senegal","Africa","Y20102012","58"
"1650","Senegal","Africa","Y20112013","59"
"1651","Senegal","Africa","Y20122014","61"
"1652","Senegal","Africa","Y20132015","62"
"1653","Senegal","Africa","Y20142016","63"
"1654","Senegal","Africa","Y20152017","64"
"1655","Senegal","Africa","Y20162018","64"
"1656","Senegal","Africa","Y20172019","63"
"1657","Senegal","Africa","Y20182020","63"
"1658","Senegal","Africa","Y20192021",""
"1659","Senegal","Africa","Y20202022",""
"1660","Seychelles","Africa","Y20002002",""
"1661","Seychelles","Africa","Y20012003",""
"1662","Seychelles","Africa","Y20022004",""
"1663","Seychelles","Africa","Y20032005",""
"1664","Seychelles","Africa","Y20042006",""
"1665","Seychelles","Africa","Y20052007",""
"1666","Seychelles","Africa","Y20062008",""
"1667","Seychelles","Africa","Y20072009",""
"1668","Seychelles","Africa","Y20082010",""
"1669","Seychelles","Africa","Y20092011",""
"1670","Seychelles","Africa","Y20102012","47"
"1671","Seychelles","Africa","Y20112013","43"
"1672","Seychelles","Africa","Y20122014","41"
"1673","Seychelles","Africa","Y20132015","40"
"1674","Seychelles","Africa","Y20142016","39"
"1675","Seychelles","Africa","Y20152017","38"
"1676","Seychelles","Africa","Y20162018","38"
"1677","Seychelles","Africa","Y20172019","40"
"1678","Seychelles","Africa","Y20182020","41"
"1679","Seychelles","Africa","Y20192021",""
"1680","Seychelles","Africa","Y20202022",""
"1681","Sierra Leone","Africa","Y20002002","64"
"1682","Sierra Leone","Africa","Y20012003","63"
"1683","Sierra Leone","Africa","Y20022004","62"
"1684","Sierra Leone","Africa","Y20032005","61"
"1685","Sierra Leone","Africa","Y20042006","61"
"1686","Sierra Leone","Africa","Y20052007","62"
"1687","Sierra Leone","Africa","Y20062008","62"
"1688","Sierra Leone","Africa","Y20072009","63"
"1689","Sierra Leone","Africa","Y20082010","65"
"1690","Sierra Leone","Africa","Y20092011","67"
"1691","Sierra Leone","Africa","Y20102012","69"
"1692","Sierra Leone","Africa","Y20112013","68"
"1693","Sierra Leone","Africa","Y20122014","68"
"1694","Sierra Leone","Africa","Y20132015","68"
"1695","Sierra Leone","Africa","Y20142016","69"
"1696","Sierra Leone","Africa","Y20152017","70"
"1697","Sierra Leone","Africa","Y20162018","70"
"1698","Sierra Leone","Africa","Y20172019","69"
"1699","Sierra Leone","Africa","Y20182020","68"
"1700","Sierra Leone","Africa","Y20192021",""
"1701","Sierra Leone","Africa","Y20202022",""
"1702","South Africa","Africa","Y20002002","57"
"1703","South Africa","Africa","Y20012003","56"
"1704","South Africa","Africa","Y20022004","56"
"1705","South Africa","Africa","Y20032005","56"
"1706","South Africa","Africa","Y20042006","55"
"1707","South Africa","Africa","Y20052007","55"
"1708","South Africa","Africa","Y20062008","54"
"1709","South Africa","Africa","Y20072009","53"
"1710","South Africa","Africa","Y20082010","52"
"1711","South Africa","Africa","Y20092011","52"
"1712","South Africa","Africa","Y20102012","51"
"1713","South Africa","Africa","Y20112013","51"
"1714","South Africa","Africa","Y20122014","51"
"1715","South Africa","Africa","Y20132015","52"
"1716","South Africa","Africa","Y20142016","52"
"1717","South Africa","Africa","Y20152017","52"
"1718","South Africa","Africa","Y20162018","52"
"1719","South Africa","Africa","Y20172019","52"
"1720","South Africa","Africa","Y20182020","51"
"1721","South Africa","Africa","Y20192021",""
"1722","South Africa","Africa","Y20202022",""
"1723","Sudan","Africa","Y20002002",""
"1724","Sudan","Africa","Y20012003",""
"1725","Sudan","Africa","Y20022004",""
"1726","Sudan","Africa","Y20032005",""
"1727","Sudan","Africa","Y20042006",""
"1728","Sudan","Africa","Y20052007",""
"1729","Sudan","Africa","Y20062008",""
"1730","Sudan","Africa","Y20072009",""
"1731","Sudan","Africa","Y20082010",""
"1732","Sudan","Africa","Y20092011",""
"1733","Sudan","Africa","Y20102012",""
"1734","Sudan","Africa","Y20112013","53"
"1735","Sudan","Africa","Y20122014","53"
"1736","Sudan","Africa","Y20132015","53"
"1737","Sudan","Africa","Y20142016","53"
"1738","Sudan","Africa","Y20152017","53"
"1739","Sudan","Africa","Y20162018","54"
"1740","Sudan","Africa","Y20172019","54"
"1741","Sudan","Africa","Y20182020","53"
"1742","Sudan","Africa","Y20192021",""
"1743","Sudan","Africa","Y20202022",""
"1744","Togo","Africa","Y20002002","75"
"1745","Togo","Africa","Y20012003","74"
"1746","Togo","Africa","Y20022004","74"
"1747","Togo","Africa","Y20032005","73"
"1748","Togo","Africa","Y20042006","74"
"1749","Togo","Africa","Y20052007","74"
"1750","Togo","Africa","Y20062008","74"
"1751","Togo","Africa","Y20072009","74"
"1752","Togo","Africa","Y20082010","72"
"1753","Togo","Africa","Y20092011","71"
"1754","Togo","Africa","Y20102012","71"
"1755","Togo","Africa","Y20112013","72"
"1756","Togo","Africa","Y20122014","72"
"1757","Togo","Africa","Y20132015","72"
"1758","Togo","Africa","Y20142016","72"
"1759","Togo","Africa","Y20152017","71"
"1760","Togo","Africa","Y20162018","71"
"1761","Togo","Africa","Y20172019","70"
"1762","Togo","Africa","Y20182020","69"
"1763","Togo","Africa","Y20192021",""
"1764","Togo","Africa","Y20202022",""
"1765","Tunisia","Africa","Y20002002","53"
"1766","Tunisia","Africa","Y20012003","53"
"1767","Tunisia","Africa","Y20022004","52"
"1768","Tunisia","Africa","Y20032005","53"
"1769","Tunisia","Africa","Y20042006","52"
"1770","Tunisia","Africa","Y20052007","53"
"1771","Tunisia","Africa","Y20062008","52"
"1772","Tunisia","Africa","Y20072009","52"
"1773","Tunisia","Africa","Y20082010","51"
"1774","Tunisia","Africa","Y20092011","52"
"1775","Tunisia","Africa","Y20102012","51"
"1776","Tunisia","Africa","Y20112013","51"
"1777","Tunisia","Africa","Y20122014","50"
"1778","Tunisia","Africa","Y20132015","50"
"1779","Tunisia","Africa","Y20142016","50"
"1780","Tunisia","Africa","Y20152017","50"
"1781","Tunisia","Africa","Y20162018","50"
"1782","Tunisia","Africa","Y20172019","49"
"1783","Tunisia","Africa","Y20182020","49"
"1784","Tunisia","Africa","Y20192021",""
"1785","Tunisia","Africa","Y20202022",""
"1786","Uganda","Africa","Y20002002","45"
"1787","Uganda","Africa","Y20012003","45"
"1788","Uganda","Africa","Y20022004","45"
"1789","Uganda","Africa","Y20032005","45"
"1790","Uganda","Africa","Y20042006","45"
"1791","Uganda","Africa","Y20052007","45"
"1792","Uganda","Africa","Y20062008","45"
"1793","Uganda","Africa","Y20072009","44"
"1794","Uganda","Africa","Y20082010","44"
"1795","Uganda","Africa","Y20092011","44"
"1796","Uganda","Africa","Y20102012","45"
"1797","Uganda","Africa","Y20112013","46"
"1798","Uganda","Africa","Y20122014","46"
"1799","Uganda","Africa","Y20132015","46"
"1800","Uganda","Africa","Y20142016","46"
"1801","Uganda","Africa","Y20152017","46"
"1802","Uganda","Africa","Y20162018","46"
"1803","Uganda","Africa","Y20172019","44"
"1804","Uganda","Africa","Y20182020","43"
"1805","Uganda","Africa","Y20192021",""
"1806","Uganda","Africa","Y20202022",""
"1807","United Republic of Tanzania","Africa","Y20002002","64"
"1808","United Republic of Tanzania","Africa","Y20012003","62"
"1809","United Republic of Tanzania","Africa","Y20022004","61"
"1810","United Republic of Tanzania","Africa","Y20032005","60"
"1811","United Republic of Tanzania","Africa","Y20042006","59"
"1812","United Republic of Tanzania","Africa","Y20052007","58"
"1813","United Republic of Tanzania","Africa","Y20062008","59"
"1814","United Republic of Tanzania","Africa","Y20072009","59"
"1815","United Republic of Tanzania","Africa","Y20082010","59"
"1816","United Republic of Tanzania","Africa","Y20092011","57"
"1817","United Republic of Tanzania","Africa","Y20102012","56"
"1818","United Republic of Tanzania","Africa","Y20112013","56"
"1819","United Republic of Tanzania","Africa","Y20122014","56"
"1820","United Republic of Tanzania","Africa","Y20132015","56"
"1821","United Republic of Tanzania","Africa","Y20142016","55"
"1822","United Republic of Tanzania","Africa","Y20152017","55"
"1823","United Republic of Tanzania","Africa","Y20162018","56"
"1824","United Republic of Tanzania","Africa","Y20172019","56"
"1825","United Republic of Tanzania","Africa","Y20182020","57"
"1826","United Republic of Tanzania","Africa","Y20192021",""
"1827","United Republic of Tanzania","Africa","Y20202022",""
"1828","Zambia","Africa","Y20002002","76"
"1829","Zambia","Africa","Y20012003","77"
"1830","Zambia","Africa","Y20022004","76"
"1831","Zambia","Africa","Y20032005","75"
"1832","Zambia","Africa","Y20042006","74"
"1833","Zambia","Africa","Y20052007","75"
"1834","Zambia","Africa","Y20062008","75"
"1835","Zambia","Africa","Y20072009","74"
"1836","Zambia","Africa","Y20082010","72"
"1837","Zambia","Africa","Y20092011","70"
"1838","Zambia","Africa","Y20102012","68"
"1839","Zambia","Africa","Y20112013","68"
"1840","Zambia","Africa","Y20122014","68"
"1841","Zambia","Africa","Y20132015","69"
"1842","Zambia","Africa","Y20142016","69"
"1843","Zambia","Africa","Y20152017","70"
"1844","Zambia","Africa","Y20162018","71"
"1845","Zambia","Africa","Y20172019","72"
"1846","Zambia","Africa","Y20182020","73"
"1847","Zambia","Africa","Y20192021",""
"1848","Zambia","Africa","Y20202022",""
"1849","Zimbabwe","Africa","Y20002002","57"
"1850","Zimbabwe","Africa","Y20012003","57"
"1851","Zimbabwe","Africa","Y20022004","58"
"1852","Zimbabwe","Africa","Y20032005","59"
"1853","Zimbabwe","Africa","Y20042006","60"
"1854","Zimbabwe","Africa","Y20052007","60"
"1855","Zimbabwe","Africa","Y20062008","60"
"1856","Zimbabwe","Africa","Y20072009","60"
"1857","Zimbabwe","Africa","Y20082010","57"
"1858","Zimbabwe","Africa","Y20092011","54"
"1859","Zimbabwe","Africa","Y20102012","50"
"1860","Zimbabwe","Africa","Y20112013","49"
"1861","Zimbabwe","Africa","Y20122014","51"
"1862","Zimbabwe","Africa","Y20132015","52"
"1863","Zimbabwe","Africa","Y20142016","53"
"1864","Zimbabwe","Africa","Y20152017","53"
"1865","Zimbabwe","Africa","Y20162018","53"
"1866","Zimbabwe","Africa","Y20172019","53"
"1867","Zimbabwe","Africa","Y20182020","53"
"1868","Zimbabwe","Africa","Y20192021",""
"1869","Zimbabwe","Africa","Y20202022",""
